name,team,league,season,penalties_scored,penalties_taken
Thorgan Hazard,M'Gladbach,Germany,2017,5,6
Eden Hazard,Chelsea,England,2017,2,2
Amine Harit,Schalke 04,Germany,2017,1,1
Sébastien Haller,Eint Frankfurt,Germany,2017,2,2
Janik Haberer,Freiburg,Germany,2017,1,2
Christian Günter,Freiburg,Germany,2017,0,1
İlkay Gündoğan,Manchester City,England,2017,1,1
Sehrou Guirassy,Köln,Germany,2017,2,2
Andrés Guardado,Betis,Spain,2017,1,1
Pascal Groß,Brighton,England,2017,1,1
Antoine Griezmann,Atlético Madrid,Spain,2017,2,2
Vedad Ibišević,Hertha BSC,Germany,2017,2,2
Aaron Hunt,Hamburger SV,Germany,2017,1,1
Jimmy Durmaz,Toulouse,France,2017,3,4
Clément Grenier,Guingamp,France,2017,2,2
Álex Granell,Girona,Spain,2017,0,1
Wilfried Zaha,Crystal Palace,England,2017,1,1
Leon Goretzka,Schalke 04,Germany,2017,1,1
Papu Gómez,Atalanta,Italy,2017,2,3
Mario Gómez,Wolfsburg,Germany,2017,0,2
Ibai Gómez,Alavés,Spain,2017,1,1
Serge Gnabry,Hoffenheim,Germany,2017,0,1
Daniel Ginczek,Stuttgart,Germany,2017,1,1
Valère Germain,Marseille,France,2017,0,1
Raúl García,Athletic Club,Spain,2017,3,3
Manu García,Alavés,Spain,2017,0,2
Kévin Gameiro,Atlético Madrid,Spain,2017,2,2
Andrey Galabinov,Genoa,Italy,2017,1,1
Gabriel,Leganés,Spain,2017,1,1
Michael Gregoritsch,Augsburg,Germany,2017,1,1
Manolo Gabbiadini,Southampton,England,2017,1,1
Emil Forsberg,RB Leipzig,Germany,2017,1,1
Seko Fofana,Udinese,Italy,2017,1,1
Alessandro Florenzi,Roma,Italy,2017,0,1
Roberto Firmino,Liverpool,England,2017,1,1
Alfreð Finnbogason,Augsburg,Germany,2017,3,3
Nabil Fekir,Lyon,France,2017,3,4
Diego Farias,Cagliari,Italy,2017,0,1
Radamel Falcao,Monaco,France,2017,3,4
Fayçal Fajr,Getafe,Spain,2017,0,1
Fabinho,Monaco,France,2017,4,4
Sergi Enrich,Eibar,Spain,2017,1,1
Youssef En-Nesyri,Málaga,Spain,2017,0,1
Max Gradel,Toulouse,France,2017,4,5
Niclas Füllkrug,Hannover 96,Germany,2017,3,4
Franco Di Santo,Schalke 04,Germany,2017,1,1
Adrián González,Málaga,Spain,2017,1,1
Éver Banega,Sevilla,Spain,2017,3,3
Andy Delort,Toulouse,France,2017,1,2
Grégoire Defrel,Roma,Italy,2017,1,1
Troy Deeney,Watford,England,2017,3,5
Rodrigo De Paul,Udinese,Italy,2017,4,4
Bryan Dabo,Saint-Étienne,France,2017,1,2
Bryan Cristante,Atalanta,Italy,2017,0,1
Massimo Coda,Benevento,Italy,2017,1,1
Tom Cleverley,Watford,England,2017,0,1
Luca Cigarini,Cagliari,Italy,2017,0,1
Alessio Cerci,Hellas Verona,Italy,2017,1,1
Edinson Cavani,Paris S-G,France,2017,3,5
Rubén Castro,Betis,Spain,2017,1,1
Andrea Belotti,Torino,Italy,2017,0,2
Kerem Demirbay,Hoffenheim,Germany,2017,1,1
Chory Castro,Málaga,Spain,2017,1,1
Daniel Caligiuri,Schalke 04,Germany,2017,3,3
Mattia Caldara,Atalanta,Italy,2017,0,1
Rémy Cabella,Saint-Étienne,France,2017,1,3
Daniel Brosinski,Mainz 05,Germany,2017,1,1
Jimmy Briand,Guingamp,France,2017,3,4
Benjamin Bourigeaud,Rennes,France,2017,3,3
Pablo de Blasis,Mainz 05,Germany,2017,3,3
Robert Berić,Saint-Étienne,France,2017,1,2
Domenico Berardi,Sassuolo,Italy,2017,2,4
Karim Benzema,Real Madrid,Spain,2017,2,2
Christian Benteke,Crystal Palace,England,2017,1,2
Souleymane Camara,Montpellier,France,2017,0,1
Memphis Depay,Lyon,France,2017,2,2
Jonathan Calleri,Las Palmas,Spain,2017,5,5
Wissam Ben Yedder,Sevilla,Spain,2017,1,1
Nabil Bentaleb,Schalke 04,Germany,2017,4,4
Salomon Kalou,Hertha BSC,Germany,2017,1,2
Mario Balotelli,Nice,France,2017,6,7
Jonathan Bamba,Saint-Étienne,France,2017,4,4
Gareth Bale,Real Madrid,Spain,2017,1,1
Cédric Bakambu,Villarreal,Spain,2017,1,1
Leighton Baines,Everton,England,2017,2,2
Carlos Bacca,Villarreal,Spain,2017,1,1
Khouma Babacar,Sassuolo,Italy,2017,1,1
Khouma Babacar,Fiorentina,Italy,2017,2,2
Borja Bastón,Málaga,Spain,2017,1,2
André Ayew,West Ham,England,2017,0,1
Charlie Austin,Southampton,England,2017,1,1
Jean-Kévin Augustin,RB Leipzig,Germany,2017,1,2
Nicolò Barella,Cagliari,Italy,2017,3,3
Pierre-Emerick Aubameyang,Dortmund,Germany,2017,3,4
Jordan Ayew,Swansea City,England,2017,1,1
Maximilian Arnold,Wolfsburg,Germany,2017,0,1
Pierre-Emerick Aubameyang,Arsenal,England,2017,1,2
Iago Aspas,Celta Vigo,Spain,2017,2,3
Aday,Girona,Spain,2017,1,2
Aritz Aduriz,Athletic Club,Spain,2017,3,5
Sergio Agüero,Manchester City,England,2017,4,4
Chadrac Akolo,Stuttgart,Germany,2017,0,1
Charlie Adam,Stoke City,England,2017,0,1
Luis Alberto,Lazio,Italy,2017,1,2
Alexander,Leganés,Spain,2017,1,1
Miguel Ángel Guerrero,Leganés,Spain,2017,0,1
Mirco Antenucci,SPAL,Italy,2017,5,5
Vitorino Antunes,Getafe,Spain,2017,0,1
Lucas Alario,Leverkusen,Germany,2017,1,2
Joe Ralls,Cardiff City,England,2018,0,1
Sergio Ramos,Real Madrid,Spain,2018,5,5
Milot Rashica,Werder Bremen,Germany,2018,1,1
Bobby Reid,Cardiff City,England,2018,1,1
Jeff Reine-Adélaïde,Angers,France,2018,0,1
Daniel Parejo,Valencia,Spain,2018,5,6
Callum Paterson,Cardiff City,England,2018,1,1
Matt Ritchie,Newcastle Utd,England,2018,1,2
Mikel Oyarzabal,Real Sociedad,Spain,2018,3,3
Dries Mertens,Napoli,Italy,2018,1,1
Loïc Rémy,Lille,France,2018,1,2
Fabio Quagliarella,Sampdoria,Italy,2018,9,10
Gylfi Sigurðsson,Everton,England,2018,2,5
Quincy Promes,Sevilla,Spain,2018,0,1
Portu,Girona,Spain,2018,1,1
Paul Pogba,Manchester Utd,England,2018,7,10
Krzysztof Piątek,Genoa,Italy,2018,2,2
Nils Petersen,Freiburg,Germany,2018,1,2
Andrea Petagna,SPAL,Italy,2018,6,6
Ivan Perišić,Inter,Italy,2018,2,2
Nicolas Pépé,Lille,France,2018,9,10
Sergio Pellissier,Chievo,Italy,2018,1,2
João Pedro,Cagliari,Italy,2018,2,2
Dimitri Payet,Marseille,France,2018,2,3
Manuel Pasqual,Empoli,Italy,2018,1,1
Andy Delort,Montpellier,France,2018,3,3
Erick Pulgar,Bologna,Italy,2018,5,5
Lionel Messi,Barcelona,Spain,2018,4,5
Saúl Ñíguez,Atlético Madrid,Spain,2018,0,1
Luka Milivojević,Crystal Palace,England,2018,10,11
Luca Waldschmidt,Freiburg,Germany,2018,3,3
Rodrigo De Paul,Udinese,Italy,2018,3,6
Jordan Veretout,Fiorentina,Italy,2018,5,6
Simone Verdi,Napoli,Italy,2018,1,1
Daniele Verde,Valladolid,Spain,2018,1,1
Jamie Vardy,Leicester City,England,2018,4,5
Enes Ünal,Valladolid,Spain,2018,3,3
Óscar Trejo,Rayo Vallecano,Spain,2018,1,1
Karl Toko Ekambi,Villarreal,Spain,2018,0,1
Marcus Thuram,Guingamp,France,2018,4,5
Brais Méndez,Celta Vigo,Spain,2018,1,1
Rodrigo,Valencia,Spain,2018,0,1
Marco Reus,Dortmund,Germany,2018,3,3
Fabián Orellana,Eibar,Spain,2018,1,1
Mark Noble,West Ham,England,2018,4,4
Casimir Ninga,Caen,France,2018,1,1
M'Baye Niang,Rennes,France,2018,2,2
Neymar,Paris S-G,France,2018,5,5
Rúben Neves,Wolves,England,2018,2,2
Glenn Murray,Brighton,England,2018,4,4
Iker Muniain,Athletic Club,Spain,2018,1,1
Lebo Mothiba,Strasbourg,France,2018,1,1
Gerard Moreno,Villarreal,Spain,2018,0,1
Aaron Mooy,Huddersfield,England,2018,1,1
Jorge Molina,Getafe,Spain,2018,2,2
Aleksandar Mitrović,Fulham,England,2018,1,1
James Milner,Liverpool,England,2018,3,3
Míchel,Valladolid,Spain,2018,0,1
Hatem Ben Arfa,Rennes,France,2018,2,3
Domenico Berardi,Sassuolo,Italy,2018,1,1
Hanno Behrens,Nürnberg,Germany,2018,1,3
Domenico Criscito,Genoa,Italy,2018,1,1
Kalifa Coulibaly,Nantes,France,2018,1,1
Nuno da Costa,Strasbourg,France,2018,1,1
Daniel Ciofani,Frosinone,Italy,2018,2,2
Camillo Ciano,Frosinone,Italy,2018,2,3
Charles,Eibar,Spain,2018,6,7
Santi Cazorla,Villarreal,Spain,2018,2,3
Edinson Cavani,Paris S-G,France,2018,4,5
Guido Carrillo,Leganés,Spain,2018,1,3
Francesco Caputo,Empoli,Italy,2018,3,6
Sergio Canales,Betis,Spain,2018,2,2
Fabio Ceravolo,Parma,Italy,2018,1,2
Jonathan Calleri,Alavés,Spain,2018,2,2
Valter Birsa,Chievo,Italy,2018,1,1
Emre Can,Juventus,Italy,2018,1,1
Kevin-Prince Boateng,Sassuolo,Italy,2018,2,2
Antonin Bobichon,Nîmes,France,2018,0,1
Benjamin Bourigeaud,Rennes,France,2018,2,3
Umut Bozok,Nîmes,France,2018,0,1
Jimmy Briand,Bordeaux,France,2018,1,1
Ludovic Blas,Guingamp,France,2018,1,1
Bruma,RB Leipzig,Germany,2018,0,1
Rémy Cabella,Saint-Étienne,France,2018,1,1
Felipe Caicedo,Lazio,Italy,2018,1,1
Daniel Caligiuri,Schalke 04,Germany,2018,4,6
Daniel Brosinski,Mainz 05,Germany,2018,3,3
James Ward-Prowse,Southampton,England,2018,1,1
Cucho,Huesca,Spain,2018,2,2
Andrea Belotti,Torino,Italy,2018,5,6
Karim Benzema,Real Madrid,Spain,2018,3,3
Stéphane Bahoken,Angers,France,2018,2,3
Ihlas Bebou,Hannover 96,Germany,2018,1,1
Claudio Beauvue,Caen,France,2018,1,1
Ashley Barnes,Burnley,England,2018,2,2
Nicolò Barella,Cagliari,Italy,2018,0,1
Léo Baptistão,Espanyol,Spain,2018,1,1
Éver Banega,Sevilla,Spain,2018,2,2
Yacine Bammou,Caen,France,2018,1,1
Jonathan Bamba,Lille,France,2018,1,1
Gareth Bale,Real Madrid,Spain,2018,1,1
Carlos Bacca,Villarreal,Spain,2018,1,1
Wissam Ben Yedder,Sevilla,Spain,2018,2,2
Khouma Babacar,Sassuolo,Italy,2018,2,2
Charlie Austin,Southampton,England,2018,0,1
Pierre-Emerick Aubameyang,Arsenal,England,2018,4,5
Youcef Attal,Nice,France,2018,0,1
Iago Aspas,Celta Vigo,Spain,2018,5,5
Marko Arnautović,West Ham,England,2018,1,1
Mirco Antenucci,SPAL,Italy,2018,1,2
Rubén Alcaraz,Valladolid,Spain,2018,0,1
Paco Alcácer,Dortmund,Germany,2018,1,1
Luis Alberto,Lazio,Italy,2018,1,1
Sergio Agüero,Manchester City,England,2018,2,2
Aritz Aduriz,Athletic Club,Spain,2018,2,2
Mehdi Abeid,Dijon,France,2018,1,1
Troy Deeney,Watford,England,2018,1,1
Ezequiel Ávila,Huesca,Spain,2018,1,1
Nabil Bentaleb,Schalke 04,Germany,2018,3,3
Wylan Cyprien,Nice,France,2018,1,2
Wout Weghorst,Wolfsburg,Germany,2018,4,4
Rémi Walter,Nice,France,2018,2,3
Timo Werner,RB Leipzig,Germany,2018,0,1
Riyad Mahrez,Manchester City,England,2018,0,1
Dodi Lukebakio,Düsseldorf,Germany,2018,4,6
José Luis Morales,Levante,Spain,2018,3,5
Cristian López,Angers,France,2018,0,1
Giovani Lo Celso,Betis,Spain,2018,2,4
Jesse Lingard,Manchester Utd,England,2018,1,1
Robert Lewandowski,Bayern Munich,Germany,2018,3,4
Tim Leibold,Nürnberg,Germany,2018,0,1
Mickaël Le Bihan,Nice,France,2018,1,1
Kevin Lasagna,Udinese,Italy,2018,0,1
James Maddison,Leicester City,England,2018,1,2
Jonathas,Hannover 96,Germany,2018,1,1
Maxi Gómez,Celta Vigo,Spain,2018,1,1
Gabriel Jesus,Manchester City,England,2018,1,1
Clément Grenier,Rennes,France,2018,0,1
Michael Gregoritsch,Augsburg,Germany,2018,1,1
Max Gradel,Toulouse,France,2018,4,8
Riccardo Meggiorini,Chievo,Italy,2018,1,1
Ibai Gómez,Alavés,Spain,2018,0,1
Emanuele Giaccherini,Chievo,Italy,2018,1,2
Raúl García,Athletic Club,Spain,2018,2,4
Álex Gallar,Huesca,Spain,2018,1,1
Niclas Füllkrug,Hannover 96,Germany,2018,1,1
Emil Forsberg,RB Leipzig,Germany,2018,3,3
Roberto Firmino,Liverpool,England,2018,1,1
Alfreð Finnbogason,Augsburg,Germany,2018,4,4
Nabil Fekir,Lyon,France,2018,4,6
Juraj Kucka,Parma,Italy,2018,1,1
Radamel Falcao,Monaco,France,2018,3,4
Thomas Mangani,Angers,France,2018,3,4
Anthony Martial,Manchester Utd,England,2018,1,1
Wendell,Leverkusen,Germany,2018,1,2
Moussa Konaté,Amiens,France,2018,2,3
Kenedy,Newcastle Utd,England,2018,0,1
Aleksandar Kolarov,Roma,Italy,2018,3,3
Dawid Kownacki,Sampdoria,Italy,2018,1,2
Joshua King,Bournemouth,England,2018,5,6
Wahbi Khazri,Saint-Étienne,France,2018,4,4
Franck Kessié,Milan,Italy,2018,3,3
Salomon Kalou,Hertha BSC,Germany,2018,3,3
Aboubakar Kamara,Fulham,England,2018,1,2
François Kamano,Bordeaux,France,2018,4,4
Samuel Kalu,Bordeaux,France,2018,0,1
Gaël Kakuta,Rayo Vallecano,Spain,2018,1,1
Juanpi,Huesca,Spain,2018,1,1
Luka Jović,Eint Frankfurt,Germany,2018,1,1
Willian José,Real Sociedad,Spain,2018,5,7
Andrej Kramarić,Hoffenheim,Germany,2018,5,6
Evens Joseph,Caen,France,2018,1,1
Harry Kane,Tottenham,England,2018,4,4
Max Kruse,Werder Bremen,Germany,2018,3,3
Abdul Majeed Waris,Nantes,France,2018,1,1
Kenny Lala,Strasbourg,France,2018,1,2
Kylian Mbappé,Paris S-G,France,2018,1,2
Jorginho,Chelsea,England,2018,1,1
Jaime Mata,Getafe,Spain,2018,4,4
Lautaro Martínez,Inter,Italy,2018,1,1
Jonas Martin,Strasbourg,France,2018,2,3
Roger Martí,Levante,Spain,2018,2,2
Valentin Eysseric,Nantes,France,2018,1,2
Yunus Mallı,Wolfsburg,Germany,2018,1,1
Paulo Dybala,Juventus,Italy,2018,1,1
Luis Suárez,Barcelona,Spain,2018,4,4
Cristhian Stuani,Girona,Spain,2018,5,5
Junior Stanislas,Bournemouth,England,2018,1,1
Naïm Sliti,Dijon,France,2018,1,1
Téji Savanier,Nîmes,France,2018,4,4
Ismaila Sarr,Rennes,France,2018,1,1
Pablo Sarabia,Sevilla,Spain,2018,1,1
Yaya Sanogo,Toulouse,France,2018,1,1
Antonio Sanabria,Genoa,Italy,2018,0,1
Antonio Sanabria,Betis,Spain,2018,1,1
Mohamed Salah,Liverpool,England,2018,3,3
Allan Saint-Maximin,Nice,France,2018,1,2
Wesley Saïd,Dijon,France,2018,0,1
Marten de Roon,Atalanta,Italy,2018,1,1
Valentin Rongier,Nantes,France,2018,1,2
Cristiano Ronaldo,Juventus,Italy,2018,5,6
Łukasz Teodorczyk,Udinese,Italy,2018,0,1
Rômulo,Genoa,Italy,2018,1,1
Florian Thauvin,Marseille,France,2018,2,2
Youri Tielemans,Monaco,France,2018,1,1
Moussa Dembélé,Lyon,France,2018,1,2
Steven Zuber,Stuttgart,Germany,2018,1,1
Nabil El Zhar,Leganés,Spain,2018,1,1
Arber Zeneli,Reims,France,2018,2,2
Duván Zapata,Atalanta,Italy,2018,1,2
Callum Wilson,Bournemouth,England,2018,1,2
Adri Embarba,Rayo Vallecano,Spain,2018,3,3
Flavien Tait,Angers,France,2018,0,1
Júlio Tavares,Dijon,France,2018,1,1
Emiliano Sala,Nantes,France,2018,2,2
Nathaniel Mendez-Laing,Cardiff City,England,2018,1,1
Jimmy Durmaz,Toulouse,France,2018,2,2
Antoine Griezmann,Atlético Madrid,Spain,2018,3,3
Raúl Jiménez,Wolves,England,2018,2,2
Vincenzo Grifo,Freiburg,Germany,2018,1,1
Pascal Groß,Brighton,England,2018,1,2
Mikael Ishak,Nürnberg,Germany,2018,1,2
Lorenzo Insigne,Napoli,Italy,2018,1,2
Danny Ings,Southampton,England,2018,3,3
Roberto Inglese,Parma,Italy,2018,2,2
Ciro Immobile,Lazio,Italy,2018,4,4
Josip Iličić,Atalanta,Italy,2018,0,1
Borja Iglesias,Espanyol,Spain,2018,3,3
Mauro Icardi,Inter,Italy,2018,5,6
Vedad Ibišević,Hertha BSC,Germany,2018,1,1
Memphis Depay,Lyon,France,2018,0,2
Sergi Guardiola,Valladolid,Spain,2018,0,1
Gonzalo Higuaín,Milan,Italy,2018,0,1
Rouwen Hennings,Düsseldorf,Germany,2018,1,1
Thorgan Hazard,M'Gladbach,Germany,2018,3,5
Eden Hazard,Chelsea,England,2018,4,4
Kai Havertz,Leverkusen,Germany,2018,3,3
Marcel Halstenberg,RB Leipzig,Germany,2018,2,2
Sébastien Haller,Eint Frankfurt,Germany,2018,3,3
Gerard Gumbau,Leganés,Spain,2018,1,1
Jonas Hofmann,M'Gladbach,Germany,2018,1,2
Vincenzo Grifo,Hoffenheim,Germany,2018,1,1
Gonzalo Melero,Huesca,Spain,2018,1,2
Diego Perotti,Roma,Italy,2018,3,3
Dušan Vlahović,Fiorentina,Italy,2019,1,1
Duván Zapata,Atalanta,Italy,2019,1,1
Fede Vico,Granada,Spain,2019,1,1
Luca Waldschmidt,Freiburg,Germany,2019,3,3
Juan Villar,Osasuna,Spain,2019,1,1
Gianluca Lapadula,Lecce,Italy,2019,2,2
Chris Wood,Burnley,England,2019,1,1
Timo Werner,RB Leipzig,Germany,2019,3,3
Iñaki Williams,Athletic Club,Spain,2019,1,2
Willian,Chelsea,England,2019,4,4
Valerio Verre,Hellas Verona,Italy,2019,2,2
Yusuf Yazıcı,Lille,France,2019,1,1
Wout Weghorst,Wolfsburg,Germany,2019,4,4
Jordan Veretout,Roma,Italy,2019,5,5
Roberto Torres,Osasuna,Spain,2019,5,5
Álvaro Vadillo,Granada,Spain,2019,1,1
Mark Uth,Köln,Germany,2019,1,3
Enes Ünal,Valladolid,Spain,2019,2,3
Manu Trigueros,Villarreal,Spain,2019,1,1
Abdoulaye Touré,Nantes,France,2019,2,2
Ernesto Torregrossa,Brescia,Italy,2019,2,2
Raúl de Tomás,Espanyol,Spain,2019,1,1
Júlio Tavares,Dijon,France,2019,1,1
Luis Suárez,Barcelona,Spain,2019,1,1
Denis Suárez,Celta Vigo,Spain,2019,0,1
Kevin Strootman,Marseille,France,2019,1,1
Junior Stanislas,Bournemouth,England,2019,1,1
Lars Stindl,M'Gladbach,Germany,2019,2,2
Jamie Vardy,Leicester City,England,2019,4,5
Steven Zuber,Hoffenheim,Germany,2019,0,1
Lasse Schöne,Genoa,Italy,2019,0,1
Roberto Soldado,Granada,Spain,2019,1,1
Erick Pulgar,Fiorentina,Italy,2019,7,8
Salva Sevilla,Mallorca,Spain,2019,2,3
Téji Savanier,Montpellier,France,2019,2,2
Gylfi Sigurðsson,Everton,England,2019,1,1
Federico Santander,Bologna,Italy,2019,1,1
Nicola Sansone,Bologna,Italy,2019,3,4
Yaya Sanogo,Toulouse,France,2019,1,1
Alexis Sánchez,Inter,Italy,2019,1,1
Mohamed Salah,Liverpool,England,2019,3,3
Abdelhamid Sabiri,Paderborn 07,Germany,2019,1,1
Valentin Rongier,Marseille,France,2019,0,1
Cristiano Ronaldo,Juventus,Italy,2019,12,13
Cristian Romero,Genoa,Italy,2019,1,1
Jay Rodriguez,Burnley,England,2019,1,1
Dani Rodríguez,Mallorca,Spain,2019,1,1
Ángel Rodríguez,Getafe,Spain,2019,1,1
Óscar Rodríguez Arnaiz,Leganés,Spain,2019,2,2
Marc Roca,Espanyol,Spain,2019,2,2
Matt Ritchie,Newcastle Utd,England,2019,0,1
Renaud Ripart,Nîmes,France,2019,2,2
Marco Reus,Dortmund,Germany,2019,1,1
Milot Rashica,Werder Bremen,Germany,2019,2,3
Marcus Rashford,Manchester Utd,England,2019,6,8
Sergio Ramos,Real Madrid,Spain,2019,6,6
Sandro Ramírez,Valladolid,Spain,2019,0,1
Gastón Ramírez,Sampdoria,Italy,2019,3,3
Robin Quaison,Mainz 05,Germany,2019,1,1
Islam Slimani,Monaco,France,2019,1,1
Fabio Quagliarella,Sampdoria,Italy,2019,5,7
Raheem Sterling,Manchester City,England,2019,0,2
James Ward-Prowse,Southampton,England,2019,1,3
Dimitri Payet,Marseille,France,2019,3,3
Ferris N'Goma,Brest,France,2019,1,1
M'Baye Niang,Rennes,France,2019,0,2
Portu,Real Sociedad,Spain,2019,0,1
Paul Pogba,Manchester Utd,England,2019,0,1
Alassane Pléa,M'Gladbach,Germany,2019,0,1
Andrea Pinamonti,Genoa,Italy,2019,1,2
Krzysztof Piątek,Milan,Italy,2019,3,3
Krzysztof Piątek,Hertha BSC,Germany,2019,2,2
Nils Petersen,Freiburg,Germany,2019,1,1
Andrea Petagna,SPAL,Italy,2019,5,7
Diego Perotti,Roma,Italy,2019,4,4
Rubén Pérez,Leganés,Spain,2019,1,1
Lucas Pérez,Alavés,Spain,2019,5,5
Ayoze Pérez,Leicester City,England,2019,1,1
Sebastian Polter,Union Berlin,Germany,2019,2,2
Nicolas Pépé,Arsenal,England,2019,1,1
Roberto Pereyra,Watford,England,2019,1,1
Nolito,Celta Vigo,Spain,2019,1,1
Oliver Norwood,Sheffield Utd,England,2019,1,1
Lucas Ocampos,Sevilla,Spain,2019,5,5
Saúl Ñíguez,Atlético Madrid,Spain,2019,2,2
Fabián Orellana,Eibar,Spain,2019,4,5
Mark Noble,West Ham,England,2019,3,3
Mikel Oyarzabal,Real Sociedad,Spain,2019,4,4
Gonçalo Paciência,Eint Frankfurt,Germany,2019,1,1
Daniel Parejo,Valencia,Spain,2019,5,6
Giampaolo Pazzini,Hellas Verona,Italy,2019,3,3
Victor Osimhen,Lille,France,2019,2,3
João Pedro,Cagliari,Italy,2019,4,6
André Silva,Eint Frankfurt,Germany,2019,1,1
Abdón Prats,Mallorca,Spain,2019,0,1
Nicolas de Préville,Bordeaux,France,2019,1,1
Florian Niederlechner,Augsburg,Germany,2019,1,2
Ibrahima Niane,Metz,France,2019,1,1
Luis Muriel,Atalanta,Italy,2019,6,7
Gerard Moreno,Villarreal,Spain,2019,1,2
Álvaro Morata,Atlético Madrid,Spain,2019,2,3
Wesley Moraes,Aston Villa,England,2019,0,1
Jorge Molina,Getafe,Spain,2019,2,2
James Milner,Liverpool,England,2019,2,2
Luka Milivojević,Crystal Palace,England,2019,2,2
Míchel,Valladolid,Spain,2019,1,1
Lionel Messi,Barcelona,Spain,2019,5,5
Alexandre Mendy,Brest,France,2019,0,1
Gonzalo Melero,Levante,Spain,2019,1,1
Philipp Max,Augsburg,Germany,2019,1,1
Neal Maupay,Brighton,England,2019,1,2
Jean-Philippe Mateta,Mainz 05,Germany,2019,1,1
Jaime Mata,Getafe,Spain,2019,3,4
Lautaro Martínez,Inter,Italy,2019,2,3
Jonas Martin,Strasbourg,France,2019,0,1
Anthony Martial,Manchester Utd,England,2019,0,1
Roger Martí,Levante,Spain,2019,4,4
Gonzalo Maroni,Sampdoria,Italy,2019,0,1
Marco Mancosu,Lecce,Italy,2019,9,11
Ruslan Malinovskyi,Atalanta,Italy,2019,0,1
Riyad Mahrez,Manchester City,England,2019,1,1
Romelu Lukaku,Inter,Italy,2019,6,6
Adrián López,Osasuna,Spain,2019,1,1
Jürgen Locadia,Hoffenheim,Germany,2019,1,1
Aaron Leya Iseka,Toulouse,France,2019,1,2
Teemu Pukki,Norwich City,England,2019,2,2
Neymar,Paris S-G,France,2019,4,5
Darwin Machís,Granada,Spain,2019,1,1
Petar Škuletić,Montpellier,France,2019,0,1
Gervinho,Parma,Italy,2019,0,1
Vedad Ibišević,Hertha BSC,Germany,2019,1,1
Moussa Konaté,Amiens,France,2019,0,1
Aleksandar Kolarov,Roma,Italy,2019,2,4
Davy Klaassen,Werder Bremen,Germany,2019,1,3
Joshua King,Bournemouth,England,2019,3,3
Wahbi Khazri,Saint-Étienne,France,2019,1,1
Franck Kessié,Milan,Italy,2019,2,2
Harry Kane,Tottenham,England,2019,2,2
Florian Kainz,Köln,Germany,2019,1,1
Lago Junior,Mallorca,Spain,2019,3,3
Joselu,Alavés,Spain,2019,1,1
Jorginho,Chelsea,England,2019,3,3
Joaquín,Betis,Spain,2019,2,3
Raúl Jiménez,Wolves,England,2019,4,4
Gabriel Jesus,Manchester City,England,2019,0,1
Lorenzo Insigne,Napoli,Italy,2019,5,5
Marcus Ingvartsen,Union Berlin,Germany,2019,1,1
Danny Ings,Southampton,England,2019,1,2
Roberto Inglese,Parma,Italy,2019,0,1
Ciro Immobile,Lazio,Italy,2019,14,15
Jonathan Ikone,Lille,France,2019,1,1
Zlatan Ibrahimović,Milan,Italy,2019,2,3
Adrien Hunou,Rennes,France,2019,1,1
Uwe Hünemeier,Paderborn 07,Germany,2019,1,1
Lucas Höler,Freiburg,Germany,2019,0,1
Son Heung-min,Tottenham,England,2019,0,1
Rouwen Hennings,Düsseldorf,Germany,2019,4,4
Kai Havertz,Leverkusen,Germany,2019,1,1
André Hahn,Augsburg,Germany,2019,0,1
Habib Diallo,Metz,France,2019,1,3
Raphael Dias Belloli,Rennes,France,2019,1,1
Daniel Brosinski,Mainz 05,Germany,2019,1,1
Juraj Kucka,Parma,Italy,2019,2,2
Andrej Kramarić,Hoffenheim,Germany,2019,2,2
Rubén García,Osasuna,Spain,2019,1,1
Anwar El Ghazi,Aston Villa,England,2019,1,1
Klaus Gjasula,Paderborn 07,Germany,2019,0,1
Maxi Gómez,Valencia,Spain,2019,0,1
Max Gradel,Toulouse,France,2019,2,3
Sergi Guardiola,Valladolid,Spain,2019,0,1
Demarai Gray,Leicester City,England,2019,0,1
Jack Grealish,Aston Villa,England,2019,0,1
Robert Lewandowski,Bayern Munich,Germany,2019,5,5
Raúl García,Athletic Club,Spain,2019,7,7
Mario Götze,Dortmund,Germany,2019,1,1
Kévin Gameiro,Valencia,Spain,2019,0,1
Amadou Diawara,Roma,Italy,2019,1,1
Emil Forsberg,RB Leipzig,Germany,2019,2,2
Alfreð Finnbogason,Augsburg,Germany,2019,1,1
Carlos Fernández,Granada,Spain,2019,1,1
Bruno Fernandes,Manchester Utd,England,2019,4,4
Nabil Fekir,Betis,Spain,2019,1,1
Iago Falque,Genoa,Italy,2019,2,3
Edu Expósito,Eibar,Spain,2019,1,2
Sebastiano Esposito,Inter,Italy,2019,1,1
Breel Embolo,M'Gladbach,Germany,2019,0,1
Adri Embarba,Espanyol,Spain,2019,1,1
Paulo Dybala,Juventus,Italy,2019,1,1
Moussa Doumbia,Reims,France,2019,1,1
Alfredo Donnarumma,Brescia,Italy,2019,2,2
Sehrou Guirassy,Amiens,France,2019,3,4
Manolo Gabbiadini,Sampdoria,Italy,2019,1,1
İlkay Gündoğan,Manchester City,England,2019,1,2
Amine Harit,Schalke 04,Germany,2019,1,1
Ángel Di María,Paris S-G,France,2019,1,2
Vincenzo Grifo,Freiburg,Germany,2019,1,1
El Bilal Touré,Reims,France,2019,2,2
Memphis Depay,Lyon,France,2019,1,1
Moussa Dembélé,Lyon,France,2019,4,5
